audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_323895.96875_327034.71875.wav,нюдя нядӈгы ма ӈарка нядӈгы хадм'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_329397.21875000006_332721.59375.wav,няхъюда ямдавэ' недамда нёдалӈа
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_333379.71875_336450.96875.wav,хора тыӈгусер нямда ня'ма пубтасетыда
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_339859.71875_344837.84375000006.wav,"яха' тяхний хэвхана ӈарка нядӈгы пухуцянда ня' мяти"" теда' есебиди"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_354760.34375_359772.21875000006.wav,"нюдя нядӈгы хабтада хабтаркацяда яха"" тяхня' хамья'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_360514.71875_365627.84375.wav,"нюдя нядӈгы ӈани санэй ӈобт"" ха'мыд' я яльцедавононда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_367069.20688057074_373424.09375.wav,нюдя нядӈгы' нябада ва'внда тер тюлебавы нябанда ӈэ' ӈыл' монэй нябада ма
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_374048.46875_379701.59375.wav,нюдя нядӈгы ӈамгэр хадкэ маньди мяд' тер тюлебидм'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_381203.46875_385202.84375.wav,нюдя нядӈгы ма ӈамгэми хадкэӈгу маньди хадм тыӈгу си'м нёда
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_385911.59375_390750.77597971563.wav,ӈарка нядӈгы' пухуця ма нюда нядӈгы тыӈгум' ӈарка нядӈгы ядадась
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_391018.3331880523_396711.59375.wav,хась сыркар' ӈарка нядӈгы хадэвэмда пыянда паӈган' ти тойдамбида
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_398736.59375000006_405889.7733194279.wav,нюдя нядӈгы пин' тарпы' ӈарка нядӈгы хора тыӈгусем' ядавэда пыянда паӈган' тойдамбида
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_406233.9737146263_410948.6187229435.wav,пыда ма нюдя нядӈгым' хадаванзь мэрась сит хададам'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_411335.8441675417_417889.71875.wav,"тарор яӈговы ӈахат яхна"" хэхэрцюва"" мань мядэ""нани хаёдадм'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_418784.09375_424892.84375000006.wav,"ха'ман' тыӈгу' тори"" илеб'нан тутадм' юӈгоб'нани хадм'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_426617.0856073665_433068.4972396552.wav,ӈарка нядӈгы то ма нюдя нядӈгы ӈамгэ хунбасан хадаӈгурась
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_433520.26025835314_439202.84375000006.wav,"мань хадав ӈамгэ"" хунбин тюку' ӈылека' ӈока' ӈэдакы' пыдри' ямдэйди'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_441379.71875000006_446965.3437500001.wav,ӈарка нядӈгы ламбида хаере ӈында хаере тэсипой хаи
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_448247.84375_452652.21875.wav,"тыӈгунда хэван' сыра ваӈг' серта тикэн' харцерй"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_453614.09375000006_459334.71875.wav,"ӈарка нядӈгы няхар' яля' хуны няхар' яля' ӈэсоӈгана сидя ядна ӈадимяха"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_462119.0937500001_468919.71875.wav,"няби ядна ӈули' ямб ӈэвы няби ядна ламдик няӈота ненэць"" ӈэвы"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_469560.96875_477203.540880052.wav,ма ихинянда няби тыӈгу ӈэдакы ӈули' ямб нябит няӈуда нянда сялмана ӈа
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_479854.71875_488106.59375000006.wav,"яха"" тир"" ни"" тэвъяха"" ламдика""яр нямда нердевы неру яха' тир"" ни"" ламдика'яр нултада"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_488849.09375_495329.09375.wav,ямб ма ӈамгэ нултар нисями иленакы яд'мада тюкона ӈа
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_497674.71875_504762.2187500001.wav,"ламдик няӈоте ма нир мание"" нисят хальмер ти ӈарка нядӈгы нисямд хадавэда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_505984.41647860175_509588.46875000006.wav,"нисят хальмер' сыра ваӈгхана ӈарка нядӈгы ти ӈади тюкори яхад салкани"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_510921.59375000006_519612.21875.wav,"тыӈгусе ма ханзер' салтыни"" нисями хадавы ӈарка нядӈгы мани"" хадахами'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_521012.84375_527239.7187500001.wav,"ламдик няӈоте ма ӈарка нядӈгэн"" тыӈгусеӈэ пыдар хань' мань пилю'ӈав"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_528353.46875_538427.84375.wav,"ламдика""яр пуня' сюрхалй"" ма мякан хантадм' ӈарка нядӈгы сит хадаӈгу нисямд хадавы хань' харвабат хадад"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_540047.8437500001_547725.96875.wav,"тыӈгусе'ер нянда пумна хая тюкон' нихи"" ту"" няхъюта хэ'мад ӈарка нядӈгы ламбида сера"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_548586.59375_552627.6028050147.wav,"няхъюта пумна хая ӈопой яля"" пеляна няхъюта пумна ӈадимя"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_552775.5004261484_560010.9687500001.wav,"ма нултари"" хадавы туӈгу"" товндаду юӈгу таня хэхэва'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_562035.9687499999_568212.2187500001.wav,"недамду' ӈани"" пырдари' ханаду"" мюселъяд"" салте'е' нимня ӈадимя'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_569579.0937500001_575603.46875.wav,"сидя нядӈгы то"" я"" варан' ӈэсыхы"" сидя нядӈгы илебции хадаба пяӈа"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_576666.59375_583585.34375.wav,"хадабиди"" нумду' танӈума салте'е то' яди' салба нирӈэ хая"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_585036.5937500001_593710.34375.wav,"ӈарка нядӈгы ма нюдя нядӈгы то' яни"" певан' хорам"" хадаванзь хэхэни"" хора"" таняваӈгабя"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_595482.2187500001_602367.2187500001.wav,ӈарка нядӈгы мэць сава хабтамда подерӈа нюдя нядӈгы мэць сава хабтаркамда подерӈа
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_605016.5937500001_614179.7187500001.wav,"то"" я"" сэрт"" ха'мъяха' тяхня"" мадади"" пев"" салян' танаяха' ханути"" ханзад"" таӈовы"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_615360.96875_622296.59375.wav,то' яди пе'в харвсавэй ӈэвы ӈарка нядӈгы ма нюдя нядӈгы харвдар мада'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_623174.0937500001_629333.4687500001.wav,"ханар ханзадад мань сыртадм' хорам"" манэтанакэдм'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_631122.21875_637754.09375.wav,нюдя нядӈгы ханда нярба пяда няра маледа ӈарка нядӈгы ма
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_638749.71875_646039.71875.wav,"мань ханми няраӈгудм' сыр"" илебця' тобтом"" илебця' тута' си'ми хонраӈгунва"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_647035.34375_653245.3437500001.wav,ӈарка нядӈгы ханда няраба пя ӈопой хэвмда нярада няби хэвамда няраба пя
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_656552.84375_664619.09375.wav,"ма нюдя нядӈгы хораха' тона"" ехэран ӈаво'манат сырӈан то"" вархана хораха"" ти тоӈаха'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_665631.5937500001_672938.4687500001.wav,нюдя нядӈгы яхам' танда ӈаноди' ниня сидяха' ӈэвэхэ' ламдикар ламбита
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_674119.71875_680009.0937500001.wav,ямб'я тыӈгусер ӈано' нерняна ӈамды хора тыӈгусе' ню ма
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_682472.84375_690336.59375.wav,"мань ӈано пыяхад пяӈгув ӈарка нядӈгэхэ"" лыӈгараӈаха' нюдя нядӈгы"" ӈылна ӈано то"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_691602.21875_697002.2187500001.wav,"нюдя нядӈгы ӈында пенды"" сюдбя ӈында пядрев"" тебвонда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_698774.09375_706215.96875.wav,сидя сюдбяр яха' тях' хамъяха' ӈаноди' икня хаи нюдя нядӈгы' ӈында ӈанон' таркадавы
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_707228.46875_711109.71875.wav,ӈарка нядӈгэнд ӈында миӈа хора тыӈгусен' теба
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_713252.84375_721234.71875.wav,"хора тыӈгусер ян"" хавна ха'мы"" ламдика'яр ӈани' санай"" ламдика'яр ян' ха'мы"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_722247.21875_731916.59375.wav,"ӈарка нядӈгы"" ӈында хэдрев' пенды' ламдика'янд си'в есяда ян"" мантэяд' ламдика'яр си'в есясипой хаи"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_733688.4687500001_740884.2686126105.wav,"ӈарка нядӈгы ма мяканд хэхэркар' сит нихарцюдм' пя' няди"" хая"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_741837.0738692293_747947.84375.wav,"ӈаноди"" мэӈаха"" сидя нядӈгы мякди"" хаяха"" сидя нядӈгы мякди"" тэвъяха"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_748977.21875_756790.3437500001.wav,"саль тер халям"" хадаӈаха"" салабада ханимя нерденя сырада ха'мы' ӈарка нядӈгы ма"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_758697.21875_765717.21875.wav, нюдя нядӈгы тэхэ'нат ехэркар' салаба ханимя' няхар' ю' тэр танад
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_767168.4687500001_774070.3437500001.wav,"сава хабтар мэс"" пелейдат сава хабтаркар мэс' ӈули' е"" тэха'нат"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_775167.2187500001_783115.34375.wav,"хуркари тарцяри сидна' хадаванзь тута' тюльсе"" тута' мандан тюльсе' то' мер"" ту'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_784836.59375_793560.96875.wav,ӈарка нядӈгы хонэй' нюдя нядӈгы тыта поӈгана пи' ямбан' сырӈа
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_794354.09375_798809.0937500001.wav,"ӈамгэ"" пиркана тюльсе' то' манзьты"" тюли нюдя нядӈгым"" тюльсе"" сяторцетыду"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_799754.09375_804749.0937500001.wav,"ӈобкарт тюльсем"" лада я""ма тюльсейда нёракутида хая"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_806537.8437500001_814975.3437500001.wav,"ӈамгэ пиркана нохо' то' ӈопой тёрдо"" тюр"" малхана' нёраку'лыда ма ноходами хадарцюдм"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_815970.9687500001_821489.0937500001.wav,"нюдя нядӈгы сюрба ӈобкарт нохом"" хада я""ма ӈэдалё нераку""лыда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_823125.9687500001_830820.96875.wav,"нюдя нядӈгы' тэхъюда енъи"" салте"" салбан' ха'мъихи"" пэвдяна нюдя нядӈгы носида хая"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_832002.2187500001_838178.4687500001.wav,"нумда синюмя нюдя нядӈгы то"" салбахад хэсь я""ма пи"" ямбан' том' сюре'леда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_838988.46875_844489.7187500001.wav,"ям' хось я'мада нюдя нядӈгы то' хэӈгцян' ханда ни"" хонэй' выдара"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_846734.09375_854241.983065232.wav,"нюдя нядӈгы нумда ялумзь немада хая ӈэта ни"" санэй"" нюдя нядӈгы то' сяд"" ни' танэй"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_855172.6075132978_862883.46875.wav,"мята париде ма няхъюни ямданавэхэ"" ӈарка нядӈгы нись ман"" ямдаӈгуна"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_864857.84375_869565.9687500001.wav,"мяти' мал"" ӈадовы мяд"" хэвхана ӈоб"" юседана"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_870375.9687500001_874577.84375.wav,"ӈарка нядӈгым"" саюв"" хадаба пявэду"" нёраку'лвэду'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_875337.2187500001_879117.2187500001.wav,"ӈарка нядӈгы сита хадабада саюв ӈопори тыра""нанда хадабавыда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_880855.34375_885799.71875.wav,"ӈарка нядӈгым' саюв"" хэвня' ханавэду' нёрако пявэду"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_886457.8437500001_891250.34375.wav,"нюдя нядӈгы нянда саюв нёдалъяда ма ӈамгэ пи' нидэм"" хань'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_892954.71875_899670.9687500001.wav,"яд'мита мюня ӈарка нядӈгы саюв тыралпавыда сейту"" хэвхана тырида тату' ӈомэраха'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_900632.8437500001_903720.96875.wav,"ӈарка нядӈгы паӈгарха суты"" ни' танавы"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_904902.21875_911939.09375.wav,"саюв' ня""мвэду"" саюв"" ня' ӈобт' пёлмыд"" яра"" саюв' ӈарка нядӈгым' хадавыду'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_913069.71875_918132.21875.wav,"нюдя нядӈгы ма нями маядадм' ӈамгэ нят' нидм' хань"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_919549.71875_925945.34375.wav,нюдя нядӈгы хабэй нямда севолпаданда ӈули' ӈэвома нюдя нядӈгы няхар' ю' тым' танавы
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_926738.46875_931952.84375.wav,ӈарка нядӈгы' нем' ханавэду' ӈацекым' ханавэду' нюдя нядӈгы ма
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_932914.71875_936171.59375.wav,саюв' си'м хадаӈгу' харасяда ян' хэхдэм'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_937960.34375_942685.34375.wav,"нюдя нядӈгы харасяда ян' ӈэдалэй"" нянда ха'мам хаеда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_943883.46875_949637.84375.wav,"сыра"" ямбан' ӈэдалы ӈэдлёданда тэхъюда вынхалыхы' хаӈаха'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_951730.34375_958868.46875.wav,нюдя нядӈгы тэхъюта хахава яда пяда ӈавортада юӈгу яднанда вынхалы
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_960167.84375_966495.96875.wav,"сянд"" яднаханда ӈоб"" яхам"" нярхала нумда таӈы"" яхам' нёдада"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_968099.09375_977237.3098276174.wav,"яха' лаӈг"" ниня ӈоб"" ӈарка мя' мя'д ерв халям' хадавы халяр ӈока нюдя нядӈгы мят' тю"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_978089.09375_986324.09375.wav,"мякана вэскахо"" пухуцяха"" ӈобт"" ӈамдвэхэ"" вэско"" хэвхана ӈоб"" ной то"" тикэхэна вэӈгалы"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_987623.46875_995318.46875.wav,"вэску ма ханяд ядэртан маедортан нид саюв"" хадавэду хибяван ӈэдакэн"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_996297.21875_1002405.96875.wav,"нюдя нядӈгы ма саюв"" нин"" хада' ӈарка нядӈгым"" хадавыць"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1003654.71875_1011704.09375.wav,"вэсако'яр синя' ма хасва юркад' нюдя нядӈгым"" хось я""маваць товы вынхалувы"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1013627.84375_1023027.21875.wav,ӈоб' хасва юркы' тыӈгот ламдика'яр ӈэвы вэскор ма нюдя нядӈгы ныхыт мянӈэ хэвы
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1023752.84375_1031751.5937500002.wav,"ӈули"" хадад ӈарка нядӈгы са'ӈась нюдя нядӈгы сатакы тыӈгусод хос' ӈобкана хадара'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1033827.2187500001_1040340.9687500002.wav,ламдика'яр хая ма тыӈгусони хокарцюдм' ӈокаӈэ пяӈгува'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1041572.8437500002_1047479.0937500002.wav,"нюдя нядӈгы вэсаку' пелей няна ӈамды ӈамгэ' пиркана ӈока""я"" ӈэдалёда"" товононду"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1048710.96875_1054600.34375.wav,"ялханду"" тыӈгос ӈэвононду' тас юр' тыӈгу ма"" мань хадаӈгув"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1056962.84375_1063375.3437500002.wav,"тыӈгос' нё'сим"" пида"" мят"" сюрби"" ламдика'яр маманонда нята пуняд"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1064320.34375_1072994.09375.wav," нюдя нядӈгым"" нёхорцяра"" хада' сене' ӈарка нядӈгы' нем ханаваць нюмдя ханаваць"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1073770.3437500002_1082680.34375.wav,"яхда ханарцюв тыда хо'ӈада' нем"" хо'ӈада' тыӈгусод хаё' ӈарка нядӈгы' недя то"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1083574.71875_1088924.09375.wav,нюмдя тыда та' мята та' ламдика'яр ма
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1090037.84375_1094577.2187500002.wav, нюдя нядӈгым' яхда ханаӈгув сит нива' хадаӈгу'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1096163.4687500002_1102474.7187500002.wav,ламдика'яр мюселй' нямда ханада мюсе' ӈоб' яв' мада'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1104229.71875_1112667.21875.wav,"яв' тяхняна ӈоб"" сюрбада ӈадьбата мо""нэй' ламдика'яр юседана' хэвувна мэда"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1113612.2187500002_1123534.71875.wav,"пя"" едхад ӈоб"" ӈын пенды' ӈадьбата ламдик' сялбатада тырцё ха'мы"" ханда хэван'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1124462.84375_1133440.3437500002.wav,"ха пя"" хэвхана юседавэр санэй"" ламдика'ям' пыяханда тойдада ма палка хась тарор юӈгувыню'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1134486.59375_1141388.46875.wav,"ӈарка нядӈгы ӈэвы илевы' ма сене' си'м хадабинась теда"" хась манэкарт"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1143447.21875_1149758.46875.wav,"нюдя нядӈгы мань ӈамгэ хаӈгудм' ӈамгэ хандами нисян та' ӈэдлё хунӈгу'нисяним"""
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1152120.9687500002_1158465.9687500002.wav,тад пуня' мюселъяд' тыӈгусу' мяд' хэван' ӈэсы' сидя нядӈгы хаяха'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1159680.96875_1169097.21875.wav,"тас юр' тыӈгус' хадаба пяйди' сидя нядӈгы юр"" тыӈгос' мал"" хадэйди' ӈухуна сярда вэнекохортм' нихи' хае'"
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1170649.71875_1179812.8437500002.wav,тыӈгусот тыду' ёнар' мян ты' ӈэвы' сидя нядӈгы наӈгадя ёнар' тым' тэдди' мэйди'
/Users/air/Downloads/Ненецкие аудио/data/Два Няднгы_new_1180622.84375_1186326.59375.wav,сидя нядӈгы тэта нядӈгэӈэ хаяха' та илелъяха'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_9133.0_14600.0.wav,ӈавна тасу' яв' вархана хэбидя я танявы
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_14633.0_19200.0.wav,"тикы хэбидя яхна си""в хо вадёвы"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_19233.0_23600.0.wav,ӈобӈгуна ӈоб хасава ханеванзь хая
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_23633.0_30533.0.wav,"яля' ямбан' ядарӈа ӈамгэхартм хось я""ма ханеда яӈгу"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_30567.0_34933.0.wav,"ихнянда ма ""ха""манзь хумбанзи"" ядэрӈадм"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_36600.0_40067.0.wav,"ханедами яӈгуню"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_40100.0_43700.0.wav,тад мякнда хая
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_43733.0_52333.0.wav,"миӈа миӈа харта мята хось я""ма ёходакы"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_52367.0_62167.0.wav,"харта ӈо"" нись харва"" хэбидя ян' тэвы"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_81733.0_84767.0.wav,"хуняна маси"" мякни тэвӈгув"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_84800.0_89300.0.wav,хасавар тюмда нароӈоць мандалабтада
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_89333.0_92433.0.wav,пи' сава ерня сиды
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_94933.0_101833.0.wav,"тад сылыа"" нгани ненэся ӈо"" тандая' соявы ӈацекы ярмы"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_101867.0_105900.0.wav,ты' хобахана юйдавэӈэ тикахана юседа
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_108600.0_112767.0.wav,"ӈацекэр тэри ет' ӈацекы нивы ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_112800.0_121300.0.wav,ӈацекы' пэяхананда няряна нумгы танявы павэхнанда сэр нумгы танявы
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_121333.0_130667.0.wav,сэвхаюда ӈани нумгыдарев' ялкадарӈах'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_130699.99999999999_136900.0.wav,"хасавар ӈацекэн' сыарць ма ""тюку хыбя' ӈацекы"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_136933.0_146300.0.wav,"хэбидя хо"" поӈгна ӈоб лахнана лахнавонда ""тикы ӈацекэр мяканд ханад"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_146333.0_150500.0.wav,"хасавар ӈацекым ня""мада мякнда хая"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_150533.0_155000.0.wav,"сянад' хунад' ядбата ӈод"" мят' тэвы"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_168233.0_175600.0.wav,"пухуцянда ӈацекым манэ""манда сер' сейда хая ма"" нив"" ""ненэй ӈацекы нивы ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_179400.0_187467.0.wav,"ӈарво""махаднда нензелм вунива"" мэт"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_187500.0_192767.0.wav,хуняна нермя' сивня ит' ӈэдабтаими'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_195533.0_200633.0.wav,"хасава ӈацекым ня""ма нермян' хая"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_200667.0_207833.0.wav,"тад ит' ӈэдабтада ма ""и"" нисяр и"" небяр"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_210267.0_214600.0.wav,ти ӈацекы икана ха
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_214633.0_221200.0.wav,"тад тикы' пуд няхр по"" хая"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_221233.0_227700.0.wav,няхр по' ямбан' хасава пухуцянда ня' сававна илеӈах'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_227733.0_230933.0.wav,хане ядэрцьты илебцье хадабасьты
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_243933.0_250800.0.wav,"тэв""махданда манэ""ӈада си""в хо' хэвхана ӈоб ӈацекы пэмб"" ӈэвы"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_276367.0_281067.0.wav,"тад нерня' хабця"" ӈадимда"" ӈа ӈадимда"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_281100.0_286533.0.wav,"я' сяр' ниня илена ненэця"" хаӈгурць пяӈгудо'"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_286567.0_290600.0.wav,пыдар ӈани пухуцянд ня' хонё хаӈгуди'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_293067.0_297000.0.wav,намдвыда мал' вадейда
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_297033.0_301800.0.wav,"пухуцяда ма ""вадидо' сияк ни"" ӈэӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_307367.0_310600.0.wav,"пухуця пин' санэй"" сырӈа"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_313133.0_322600.0.wav,"мят' тю ва""ван' ӈамды"" ма ""яля' ямбан' хане ядэрӈадамзь"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_322633.0_326667.0.wav,"ханедами ӈули"" яӈгу ӈули"" пэдэяв"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_326700.0_330933.0.wav,"тад ӈорӈа хонэяд"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_330967.0_335867.0.wav,хувы ялумдад ӈадимгава ядна хасавар юркы
/Users/air/Downloads/Ненецкие аудио/data/NENETS_13_335900.0_346167.0.wav,"мятсавэй хасава ӈани пухуцянда ня' макода' син' сыарць ва""небтёринӈах' тибяриди' хаеры"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_12136.8_15962.300000000001.wav,ой ехарамэй' мань аб сацей ахыей'
